Name EN,Name CN,Focus Region,Language,Entity Owner EN,Entity Owner CN,Parent Entity EN,Parent Entity CN,X (Twitter) Handle,X (Twitter) Followers,Facebook Handle,Facebook Followers,Instagram Handle,Instagram Followers,Threads Handle,Threads Followers,YouTube Handle,YouTube Followers,TikTok Handle,TikTok Followers,Total Social Media Presence,Platform Presence Category,Total Followers,Twitter Dominance,Facebook Dominance,Instagram Dominance,Threads Dominance,YouTube Dominance,TikTok Dominance,IQR based Outlier
Shao Zheng,Unknown,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,shao_zheng,2583,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2583,100.0,0.0,0.0,0.0,0.0,0.0,False
Shaoxing: A Gateway to China's History,Unknown,Zhejiang,English,China Daily Press,中国日报社,Shaoxing Municipal People's Government,绍兴市人民政府,ShaoxingCity,48700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,48700,100.0,0.0,0.0,0.0,0.0,0.0,True
Shen Shiwei,沈诗伟,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,shen_shiwei,91500,ShenShiweiFB,50000,Unknown,0,Unknown,0,Shen_Shiwei,121,Unknown,0,3,Medium,141621,64.6,35.3,0.0,0.0,0.1,0.0,True
CRI Myanmar,Unknown,Myanmar,Burmese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,shenqihaodianzi,10,myanmar.cri,1800000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1800010,0.0,100.0,0.0,0.0,0.0,0.0,True
Center.Sichuan,Unknown,Sichuan,English,"Sichuan Daily Online Media Development Co., Ltd.",四川日报网络传媒发展有限公司,Sichuan Provincial Committee,中共四川省委,SichuanDaily,6026,profile.php?id=100076190284448,23000,center.sicc,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,29026,20.8,79.2,0.0,0.0,0.0,0.0,False
Sixth Tone,Unknown,Shanghai,English,Shanghai United Media Group (SUMG),上海报业集团,Shanghai Municipal Committee,中共上海市委,SixthTone,80300,sixthtone,696000,Unknown,0,sixthtone,7821,Unknown,0,Unknown,0,3,Medium,784121,10.2,88.8,0.0,1.0,0.0,0.0,True
Kankan News,看看新闻Knews,Shanghai,Chinese,Shanghai Media Group (SMG),看东方(上海)传媒有限公司,Shanghai Municipal Committee,中共上海市委,SMGKankanews,498,kankanews,0,Unknown,0,Unknown,0,SMGKnews,6410,Unknown,0,2,Medium,6908,7.2,0.0,0.0,0.0,92.8,0.0,True
Space Town Wenchang,文昌网,Hainan,Chinese,unknown,Unknown,unknown,Unknown,Spacewenchang,3402,profile.php?id=100082566804212&paipv=0&eav=Afa5GMw44Bzrn-Ep8OWN3I92hYhOcUk03c5TZ7n-IF2UjcrLBb_460MBK4Zy1T5ciWU,49,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,3451,98.6,1.4,0.0,0.0,0.0,0.0,False
Hua Chunying,华春莹,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,SpokespersonCHN,2200000,profile.php?id=100092522612975,744,spokesperson_chn,2976,Unknown,0,Unknown,0,Unknown,0,3,Medium,2203720,99.8,0.0,0.1,0.0,0.0,0.0,True
Hu Zhaoming,胡兆明,Anglosphere,English,International Liaison Department,中共中央对外联络部,Central Committee of the Communist Party of China,中国共产党中央委员会,SpokespersonHZM,9208,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9208,100.0,0.0,0.0,0.0,0.0,0.0,False
Liu Pengyu,刘鹏宇,USA,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,SpoxCHNinUS,6350,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6350,100.0,0.0,0.0,0.0,0.0,0.0,False
Yue Xiaoyong,岳晓勇,Afghanistan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,stuartyueh,2877,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,2877,100.0,0.0,0.0,0.0,0.0,0.0,False
Ye Xinhua (Suad Ye),叶心心,MENA,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,suadye,122,suadxinxin,1600000,suad_ye_china,3812,Unknown,0,suadye,4770,Unknown,0,4,High,1608704,0.0,99.5,0.2,0.0,0.3,0.0,True
Sun Weide,孙伟德,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,sun_weide,6239,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6239,100.0,0.0,0.0,0.0,0.0,0.0,False
Su Yuting,苏钰婷,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,SuYuting8,1239,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1239,100.0,0.0,0.0,0.0,0.0,0.0,False
Suzhou Wuzhong,苏州吴中,Anglosphere,English,Suzhou Wuzhong District People's Government,苏州市吴中区人民政府,Suzhou Municipal Committee,中共苏州市委,SuzhouWuzhong,9020,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9020,100.0,0.0,0.0,0.0,0.0,0.0,False
CRI Swahili,Unknown,East African Community,Swahili,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,SWAHILICRI,42,swahilicricn,2200000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,2200042,0.0,100.0,0.0,0.0,0.0,0.0,True
Meng Zhe,Unknown,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,SXiaochuan258,1009,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1009,100.0,0.0,0.0,0.0,0.0,0.0,False
Ta Kung News,大公報-大公網,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),香港大公文匯傳媒集團有限公司,Hong Kong Liaison Office of the Central Government ,香港中联办,TakungNews,2122,tkp1902,52000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,54122,3.9,96.1,0.0,0.0,0.0,0.0,False
Ta Kung Wen Wei,大公文匯網,Hong Kong,Chinese,Hong Kong Ta Kung Wen Wei Media Group (HKTKWW),香港大公文匯傳媒集團有限公司,Hong Kong Liaison Office of the Central Government ,香港中联办,takungwenwei_hk,34600,profile.php?id=100064842371663,22000,takung.wenwei,943,Unknown,0,Unknown,0,Unknown,0,3,Medium,57543,60.1,38.2,1.6,0.0,0.0,0.0,True
China Mosaic,Unknown,Anglosphere,English,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,theChinaMosaic,37,ChinaMosaicbyChinaorgcn,8183205,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,8183242,0.0,100.0,0.0,0.0,0.0,0.0,True
CGTN The Link,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,thelinkoncgtn,1068,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1068,100.0,0.0,0.0,0.0,0.0,0.0,False
"Paper, The",澎湃新闻,Shanghai,Chinese,Shanghai United Media Group (SUMG),上海报业集团,Shanghai Municipal Committee,中共上海市委,thepapercn,23100,thepapernews,2010,thepapercn,1875,Unknown,0,ThePaper,11500,Unknown,0,4,High,38485,60.0,5.2,4.9,0.0,29.9,0.0,True
CGTN The Point with Liu Xin,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,thepoint_CGTN,397,thepointwithlx,7970,xin2867,201,Unknown,0,Unknown,0,Unknown,0,3,Medium,8568,4.6,93.0,2.3,0.0,0.0,0.0,True
Dong Xue (Serena Dong),董雪,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,theserenadong,20900,theserenadong,980000,serenadx,709,Unknown,0,Unknown,0,Unknown,0,3,Medium,1001609,2.1,97.8,0.1,0.0,0.0,0.0,True
Guangdong Today,Unknown,Guangdong,English,"Nanfang Daily Newspaper Group Co.,Ltd",南方报业传媒集团,Guangdong Provincial Committee,中共广东省委,thisisGBA,83300,guangdongtoday,3000000,guangdong_today,4600,Unknown,0,dtoday3687,325,Unknown,0,4,High,3088225,2.7,97.1,0.1,0.0,0.0,0.0,True
T-House,茶馆论道,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,thouse_opinions,118800,thouseopinions,4900000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,5018800,2.4,97.6,0.0,0.0,0.0,0.0,True
He Tianran,何天然,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,tianranhe,56,iamtianranhe,593,tianranhe,837,Unknown,0,tianranhe5541,30,Unknown,0,4,High,1516,3.7,39.1,55.2,0.0,2.0,0.0,True
Tian Wei,田薇,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,tianwei,6333,Tian-Wei-at-work-104942321495828,1400000,tianwei_beijing,197,Unknown,0,Unknown,0,Unknown,0,3,Medium,1406530,0.5,99.5,0.0,0.0,0.0,0.0,True
Tibet Today,Unknown,Tibet,English,China Daily Press,中国日报社,Tibet Autonomous Region People's Government,西藏自治区人民政府,TibetTodayCN,6069,CNTibetToday,190000,tibet_today,129,Unknown,0,Unknown,0,Unknown,0,3,Medium,196198,3.1,96.8,0.1,0.0,0.0,0.0,True
Tide News,潮新闻,Zhejiang,Chinese,Zhejiang Daily Newspaper Group,浙江日报报业集团,Zhejiang Provincial Committee,中共浙江省委,TideNewsZJ,6396,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,6396,100.0,0.0,0.0,0.0,0.0,0.0,False
Today Review,今日正言,Hong Kong,Cantonese,AcMedia Limited,正傳媒有限公司,unknown,Unknown,Todayreview_hk,290,todayreview88,209000,Unknown,0,Unknown,0,todayreview9720,122,Unknown,0,3,Medium,209412,0.1,99.8,0.0,0.0,0.1,0.0,True
Tong Shuo,通說,Hong Kong,Chinese,Hong Kong China News Agency,香港中通社,United Front Work Department,中共中央统一战线工作部,Tong_Shuo,11600,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,11600,100.0,0.0,0.0,0.0,0.0,0.0,False
Tong Media HK,通傳媒,Hong Kong,Chinese,Hong Kong China News Agency,香港中通社,United Front Work Department,中共中央统一战线工作部,TongMediaHK,5693,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5693,100.0,0.0,0.0,0.0,0.0,0.0,False
Sun Xueying (Teresa Sun / Un Té con Teresa),Unknown,Hispanophone,Spanish,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,UnTeresa,122,UnTeConTeresa,1200000,un_te_con_teresa,215,Unknown,0,UnTeconTeresa,6730,unteconteresa,166900,5,High,1373967,0.0,87.3,0.0,0.0,0.5,12.1,True
Li Yimei (Vica Li),李伊湄,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,VicaLi18,1707,LearnChineseWithVica,1300000,learning_chinese_with_vica,115000,learning_chinese_with_vica,6669,vicachinese6048,7290,vicalichinese,8885,6,High,1439551,0.1,90.3,8.0,0.5,0.5,0.6,True
Visit Chongqing,Unknown,Anglosphere,English,unknown,Unknown,unknown,Unknown,visitchongqing,1906,visitchongqing,6700,visitchongqing,2223,Unknown,0,visitchongqing8720,133,visit_chongqing1,46,5,High,11008,17.3,60.9,20.2,0.0,1.2,0.4,True
Visit Sanya,Unknown,Hainan,English,Sanya Tourism Board,三亚市旅游发展局,Sanya Municipal People's Government,三亚市人民政府,VisitSanya,120400,Sanya.China,480000,visit_sanya,194000,Unknown,0,Unknown,0,discoversanya,6055,4,High,800455,15.0,60.0,24.2,0.0,0.0,0.8,True
Friendly Shandong,好客山东网,Shandong,English,Shandong Provincial Department of Culture and Tourism,山东省文化和旅游厅,Shandong Provincial People's Government,山东省人民政府山,VisitShandong,12600,VisitShandong,1400000,travel_shandong,51600,Unknown,0,FriendlyShandong,4850,visitshandong,89500,5,High,1558550,0.8,89.8,3.3,0.0,0.3,5.7,True
"Suzhou, China",Unknown,Jiangsu,English,"Suzhou Municipal Bureau of Culture, Radio, Television and Tourism",苏州市文化广电和旅游局,Suzhou Municipal People's Government,苏州市人民政府,VisitSuzhou,237800,Unknown,0,visitsuzhou,59000,Unknown,0,Unknown,0,Unknown,0,2,Medium,296800,80.1,0.0,19.9,0.0,0.0,0.0,True
Wang Xuejing,王雪靖,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WANG_XUE_JING,955,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,955,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Guan (Michael Wang),王冠,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WangGuanBeijing,22700,wangguan1984FB,901000,wangguanbeijing,1992,Unknown,0,Unknown,0,Unknown,0,3,Medium,925692,2.5,97.3,0.2,0.0,0.0,0.0,True
Wang Jialei,王家雷,Bolivia,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WangJialei4,5011,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,5011,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Jian,Unknown,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WangJianPaco,9655,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,9655,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Xiaohui,王晓辉,Anglosphere,English,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,wangxh65,26100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,26100,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Xianfeng,王险峰,Pakistan,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WangXianfeng8,10100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,10100,100.0,0.0,0.0,0.0,0.0,0.0,False
Yang Wanming,楊萬明,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WanmingYang,82100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,82100,100.0,0.0,0.0,0.0,0.0,0.0,True
Wave Media,Unknown,Shanghai,English,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,WaveMedia2022,283,Unknown,0,Unknown,0,Unknown,0,wavemedia4433,51600,wavemedia2022,8685,3,Medium,60568,0.5,0.0,0.0,0.0,85.2,14.3,True
Wei Qiang,Unknown,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,weiasecas,18700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,18700,100.0,0.0,0.0,0.0,0.0,0.0,False
Wei Hongtian,Unknown,Grenada,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WeiHongtian,624,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,624,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Wenwen,Unknown,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,WenwenWang1127,12800,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,12800,100.0,0.0,0.0,0.0,0.0,0.0,False
Where Zhengzhou,Unknown,Anglosphere,English,Zhengzhou Media Group,郑州报业集团,Zhengzhou Municipal Party Committee,中共郑州市委,Where_Zhengzhou,14900,wherezhengzhou,10000,wherezhengzhou_,26400,wherezhengzhou_,40,wherezhengzhou,1470,wherezhengzhou,5961,6,High,58771,25.4,17.0,44.9,0.1,2.5,10.1,True
CGTN World Insight with Tian Wei,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WorldInsight_TW,2916,WorldInsightwithTianWei\,126000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,128916,2.3,97.7,0.0,0.0,0.0,0.0,False
Wang QH,Unknown,Maldives,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WQHChina,372,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,372,100.0,0.0,0.0,0.0,0.0,0.0,False
Wang Tianyu (Evan Wang),Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,wty510,7,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,7,100.0,0.0,0.0,0.0,0.0,0.0,False
Wu Gang,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,WuGang_CX,1178,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,1178,100.0,0.0,0.0,0.0,0.0,0.0,False
Li Wuji,Unknown,Panama,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,wuji_li,902,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,902,100.0,0.0,0.0,0.0,0.0,0.0,False
Wu Lei,Unknown,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,wulei2020,2428,Spacewalk2021,984000,Unknown,0,Unknown,0,wulei4039,18,Unknown,0,3,Medium,986446,0.2,99.8,0.0,0.0,0.0,0.0,True
Wu Peng,吴鹏,African Union,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,WuPeng_MFAChina,34200,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,34200,100.0,0.0,0.0,0.0,0.0,0.0,True
"Wuxi, China",魅力無錫,Anglosphere,English,China Daily Press,中国日报社,Wuxi Municipal People's Government,无锡市人民政府,WuxiCity,60300,WuxiCity,1200000,Unknown,0,Unknown,0,Unknown,0,wuxi_city,2309,3,Medium,1262609,4.8,95.0,0.0,0.0,0.0,0.2,True
Xu Xinchen (Gerald Xinchen),徐新晨,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,xgx91,630,ideamugx,209050,Unknown,0,xgx91,27,XinchenGeraldsIdeaMug,445,xinchen_gerald,1642,5,High,211794,0.3,98.7,0.0,0.0,0.2,0.8,True
Chine Nouvelle,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHChineNouvelle,16700,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,16700,100.0,0.0,0.0,0.0,0.0,0.0,False
Xinhua Japanese,中国 新華社 日本語,Japan,Japanese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHJapanese,56400,Unknown,0,Unknown,0,Unknown,0,xinhuajapanese2180,4450,Unknown,0,2,Medium,60850,92.7,0.0,0.0,0.0,7.3,0.0,True
Xinhua News Agency,新华社,China,Chinese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHNews,11900000,XinhuaNewsAgency,89898560,chinaxinhuanews,1500000,chinaxinhuanews,84400,ChinaViewTV,1390000,Unknown,0,5,High,104772960,11.4,85.8,1.4,0.1,1.3,0.0,True
Xinhua North America,Unknown,USA,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHNorthAmerica,35100,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,35100,100.0,0.0,0.0,0.0,0.0,0.0,True
Xinhua Sci-Tech,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHscitech,98700,XinhuaSciTech,28000000,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,28098700,0.4,99.6,0.0,0.0,0.0,0.0,True
Xinhua Sports,新华体育,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XHSports,870400,xhsports,30385278,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,31255678,2.8,97.2,0.0,0.0,0.0,0.0,True
Xie Yongjun,解勇军,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,XIEYongjun_CHN,53500,Unknown,0,Unknown,0,Unknown,0,Unknown,0,Unknown,0,1,Low,53500,100.0,0.0,0.0,0.0,0.0,0.0,True
Xinhua Africa,Unknown,Kenya,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,xinhua_africa,617,Unknown,0,Unknown,0,Unknown,0,xinhuaafrica2538,22,Unknown,0,2,Medium,639,96.6,0.0,0.0,0.0,3.4,0.0,True
Xinhua Chinese,新华社（中文）,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XinhuaChinese,1300000,xhwcn,909,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,1300909,99.9,0.1,0.0,0.0,0.0,0.0,True
Xinhua Myanmar (မြန်မာ),Unknown,Myanmar,Burmese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XinhuaMyanmar,12500,Unknown,0,Unknown,0,Unknown,0,Xinhuamyanmar,39600,xinhuamyanmar,885400,3,Medium,937500,1.3,0.0,0.0,0.0,4.2,94.4,True
Xinhua Net,新华网,China,Chinese,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,XinhuanetNews,2753,XinhuaNetUS,470000,xinhuanetna,1900000,Unknown,0,Unknown,0,Unknown,0,3,Medium,2372753,0.1,19.8,80.1,0.0,0.0,0.0,True
Shang Yang (Sylvia Shang),Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,xinhuasylvia,17,WanderingSylvia,2300000,wanderlustwithsylvia,443,Unknown,0,Unknown,0,Unknown,0,3,Medium,2300460,0.0,100.0,0.0,0.0,0.0,0.0,True
Xinhua Culture & Travel,Unknown,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,xinhuatravel,710100,XinhuaTravel,24709078,Unknown,0,Unknown,0,Unknown,0,Unknown,0,2,Medium,25419178,2.8,97.2,0.0,0.0,0.0,0.0,True
Xinjiang Channel,中国新疆网,Xinjiang,English,"Wuzhou Communication Co., Ltd.",五洲传播有限公司,State Council Information Office (SCIO),国务院新闻办公室,xinjiangchannel,12400,Unknown,0,Unknown,0,Unknown,0,xinjiangchina,20,Unknown,0,2,Medium,12420,99.8,0.0,0.0,0.0,0.2,0.0,True
